70.55.209.129 - - [10/Mar/2018:16:11:31 -0800] "GET /wp-login.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" "www.claengineers.com"
67.231.71.121 - - [10/Mar/2018:17:49:21 -0800] "GET /images/visa_mastercard_2.gif HTTP/1.1" 200 1384 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
67.231.71.121 - - [10/Mar/2018:17:49:21 -0800] "GET /images/nfafield.jpg HTTP/1.1" 200 21393 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
67.231.71.121 - - [10/Mar/2018:17:49:21 -0800] "GET /images/titleArt.gif HTTP/1.1" 200 300 "http://www.claengineers.com/css/main.css" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
67.231.71.121 - - [10/Mar/2018:17:49:21 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
67.231.71.121 - - [10/Mar/2018:17:49:39 -0800] "GET /career.html HTTP/1.1" 200 5906 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
67.231.71.121 - - [10/Mar/2018:17:49:39 -0800] "GET /images/hardhat_2855425.jpg HTTP/1.1" 200 9158 "http://www.claengineers.com/career.html" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
216.244.66.197 - - [10/Mar/2018:17:51:40 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.claengineers.com"
157.55.39.52 - - [10/Mar/2018:17:54:45 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
66.249.69.234 - - [10/Mar/2018:18:00:17 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.claengineers.com"
66.249.69.234 - - [10/Mar/2018:18:01:24 -0800] "GET /css/main.css HTTP/1.1" 403 255 "https://www.claengineers.com/career.html" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.claengineers.com"
66.249.69.236 - - [10/Mar/2018:18:01:25 -0800] "GET /scripts/multipleemail.js HTTP/1.1" 403 255 "https://www.claengineers.com/career.html" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.claengineers.com"
66.249.69.234 - - [10/Mar/2018:18:01:26 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 403 255 "https://www.claengineers.com/career.html" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:08 -0800] "GET /contact.html HTTP/1.1" 200 6962 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D100 Safari/604.1" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:09 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
32.216.77.84 - - [10/Mar/2018:18:38:10 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
66.249.69.226 - - [10/Mar/2018:19:11:06 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.claengineers.com"
5.255.250.12 - - [10/Mar/2018:19:30:11 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.claengineers.com"
5.255.250.50 - - [10/Mar/2018:19:30:15 -0800] "GET /services/images/tartia.jpg HTTP/1.1" 200 13201 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)" "www.claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:45 -0800] "GET / HTTP/1.1" 200 7070 "http://claengineers.com" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:46 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "-" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:46 -0800] "GET /css/jqueryslidemenu.css HTTP/1.1" 200 1962 "-" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:46 -0800] "GET /scripts/jquery.min.js HTTP/1.1" 200 55740 "-" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:47 -0800] "GET /css/main.css HTTP/1.1" 200 4257 "-" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:47 -0800] "GET /scripts/multipleemail.js HTTP/1.1" 200 1209 "-" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:31:59 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:32:16 -0800] "GET /career.html HTTP/1.1" 200 5906 "http://claengineers.com" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:32:16 -0800] "GET /index.html HTTP/1.1" 200 7070 "http://claengineers.com" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
159.203.93.103 - - [10/Mar/2018:19:32:17 -0800] "GET /contact.html HTTP/1.1" 200 6962 "http://claengineers.com" "Mozilla/5.0 (compatible; DnyzBot/1.0)" "claengineers.com"
216.244.66.197 - - [10/Mar/2018:19:49:59 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.claengineers.com"
34.232.66.71 - - [10/Mar/2018:19:53:22 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "BUbiNG (+http://law.di.unimi.it/BUbiNG.html#wc)" "www.claengineers.com"
148.251.75.46 - - [10/Mar/2018:20:10:16 -0800] "GET /contact.html HTTP/1.1" 200 6962 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36" "www.claengineers.com"
40.77.167.183 - - [10/Mar/2018:20:38:59 -0800] "GET /projects/pdfs/Commercial_RenovationsAdditions.pdf HTTP/1.1" 200 124895 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
216.244.66.249 - - [10/Mar/2018:20:46:26 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "claengineers.com"
141.8.143.155 - - [10/Mar/2018:21:00:57 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.claengineers.com"
5.255.250.135 - - [10/Mar/2018:21:01:01 -0800] "GET /services/images/Survey37.jpg HTTP/1.1" 200 23814 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)" "www.claengineers.com"
180.76.15.7 - - [10/Mar/2018:21:10:13 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "claengineers.com"
40.77.167.135 - - [10/Mar/2018:21:30:21 -0800] "GET /images/survey2.jpg HTTP/1.1" 403 255 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
54.36.148.38 - - [10/Mar/2018:21:35:31 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" "claengineers.com"
204.79.180.12 - - [10/Mar/2018:22:23:37 -0800] "GET /projects/pdfs/Bobs_Warehouse.pdf HTTP/1.1" 200 131758 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  Trident/5.0)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:34:50 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:35:05 -0800] "GET /projects/index.html HTTP/1.1" 200 15421 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:35:20 -0800] "GET /services/civil-engineering-and-site-engineering.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:35:34 -0800] "GET /career.html HTTP/1.1" 200 5906 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:35:48 -0800] "GET /about/index.html HTTP/1.1" 200 6360 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:36:02 -0800] "GET /contact.html HTTP/1.1" 200 6962 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
207.46.13.134 - - [10/Mar/2018:22:36:34 -0800] "GET /projects/pdfs/Bobs_Warehouse.pdf HTTP/1.1" 200 131758 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:36:35 -0800] "GET /index.html HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:36:50 -0800] "GET /about/staff.html HTTP/1.1" 200 7455 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:37:05 -0800] "GET /about/links.html HTTP/1.1" 200 6126 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:37:18 -0800] "GET /services/structural.html HTTP/1.1" 200 8018 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:38:03 -0800] "GET /services/bridges.html HTTP/1.1" 200 6168 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:38:18 -0800] "GET /services/index.html HTTP/1.1" 200 6307 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
149.56.142.185 - - [10/Mar/2018:22:38:31 -0800] "GET /services/surveying.html HTTP/1.1" 200 6113 "-" "Mozilla/5.0 (compatible; ExtLinksBot/1.5; +https://extlinks.com/Bot.html)" "www.claengineers.com"
66.249.69.203 - - [10/Mar/2018:22:39:47 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "claengineers.com"
157.55.39.171 - - [10/Mar/2018:23:21:25 -0800] "GET /services/index.html HTTP/1.1" 200 6307 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
40.77.167.183 - - [10/Mar/2018:23:21:51 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
157.55.39.171 - - [10/Mar/2018:23:21:56 -0800] "GET /css/jqueryslidemenu.css HTTP/1.1" 200 1962 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
40.77.167.183 - - [10/Mar/2018:23:22:15 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
207.46.13.134 - - [10/Mar/2018:23:29:30 -0800] "GET /projects/pdfs/Special_Inspections.pdf HTTP/1.1" 403 255 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.171 - - [10/Mar/2018:23:39:51 -0800] "GET /services/structural.html HTTP/1.1" 200 8018 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
35.173.228.159 - - [10/Mar/2018:23:41:02 -0800] "GET /about/links.html HTTP/1.1" 200 6126 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12" "www.claengineers.com"
38.142.119.114 - - [10/Mar/2018:23:47:00 -0800] "GET / HTTP/1.1" 200 7070 "-" "-" "claengineers.com"
151.80.39.205 - - [11/Mar/2018:00:02:11 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" "www.claengineers.com"
40.77.177.135 - - [11/Mar/2018:00:23:05 -0800] "GET /css/main.css HTTP/1.1" 200 4257 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "claengineers.com"
66.119.119.208 - - [11/Mar/2018:00:36:48 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2)         AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152         Safari/537.36" "www.claengineers.com"
66.119.119.208 - - [11/Mar/2018:00:36:48 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2)         AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152         Safari/537.36" "www.claengineers.com"
40.77.177.134 - - [11/Mar/2018:00:41:15 -0800] "GET /scripts/multipleemail.js HTTP/1.1" 200 1209 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "www.claengineers.com"
153.206.62.165 - - [11/Mar/2018:00:42:41 -0800] "GET /services/images/Survey37.jpg HTTP/1.1" 200 23814 "https://www.google.co.jp/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:05 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D100 Safari/604.1" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:05 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:05 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:05 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:05 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:05 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:06 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:06 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:06 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:06 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
107.77.70.85 - - [11/Mar/2018:01:19:06 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
100.43.85.129 - - [11/Mar/2018:01:36:54 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.claengineers.com"
5.255.250.144 - - [11/Mar/2018:01:37:15 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.claengineers.com"
157.55.39.171 - - [11/Mar/2018:03:26:26 -0700] "GET /services/gps_gis.html HTTP/1.1" 200 6705 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
188.78.176.178 - - [11/Mar/2018:03:34:14 -0700] "GET /wp-login.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" "www.claengineers.com"
188.78.176.178 - - [11/Mar/2018:03:34:14 -0700] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" "www.claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:51 -0700] "GET / HTTP/1.1" 200 7070 "http://www.google.com/url?url=claengineers.com&yahoo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/6.0)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:52 -0700] "GET /th1s_1s_a_4o4.html HTTP/1.1" 404 89 "http://www.google.com/url?url=claengineers.com&yahoo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/6.0)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:52 -0700] "GET /contact.html HTTP/1.1" 200 6962 "-" "SiteLockSpider [en] (WinNT; I ;Nav)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:52 -0700] "GET /career.html HTTP/1.1" 200 5906 "-" "SiteLockSpider [en] (WinNT; I ;Nav)" "claengineers.com"
10.247.27.189 - - [11/Mar/2018:03:50:52 -0700] "GET /index.html HTTP/1.1" 200 7070 "-" "SiteLockSpider [en] (WinNT; I ;Nav)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:52 -0700] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "http://www.google.com/url?url=claengineers.com&yahoo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/6.0)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:52 -0700] "GET /services/gps_gis.html HTTP/1.1" 200 6705 "http://www.google.com/url?url=claengineers.com&yahoo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/6.0)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:52 -0700] "GET /scripts/jquery.min.js HTTP/1.1" 200 55740 "-" "SiteLockSpider [en] (WinNT; I ;Nav)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:53 -0700] "GET /services/marine.html HTTP/1.1" 200 5968 "-" "SiteLockSpider [en] (WinNT; I ;Nav)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:53 -0700] "GET /about/staff.html HTTP/1.1" 200 7455 "http://www.google.com/url?url=claengineers.com&yahoo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/6.0)" "claengineers.com"
184.154.139.50 - - [11/Mar/2018:03:50:53 -0700] "GET /services/surveying.html HTTP/1.1" 200 6113 "-" "SiteLockSpider [en] (WinNT; I ;Nav)" "claengineers.com"
